DT;RF;SGD;desc_features;kw_features;name_features
0.640633108459;0.685002594707;0.715879605605;0;0;0
0.626621691749;0.696419304619;0.715879605605;0;50;0
0.634405812143;0.6940840685;0.715879605605;0;100;0
0.629475869227;0.706279190451;0.715879605605;0;150;0
0.656720290607;0.702646600934;0.715879605605;0;0;500
0.657239231967;0.702127659574;0.715879605605;0;50;500
0.642449403217;0.711728074728;0.715879605605;0;100;500
0.645044110016;0.701608718215;0.715879605605;0;150;500
0.662428645563;0.711468604048;0.715879605605;0;0;1000
0.657758173326;0.714322781526;0.715879605605;0;50;1000
0.651790347691;0.710949662688;0.715879605605;0;100;1000
0.662428645563;0.711468604048;0.715879605605;0;150;1000
0.664244940322;0.705241307732;0.715879605605;0;0;1500
0.670212765957;0.709652309289;0.715879605605;0;50;1500
0.659574468085;0.70861442657;0.715879605605;0;100;1500
0.664763881681;0.70783601453;0.715879605605;0;150;1500
0.655941878568;0.717436429683;0.715879605605;0;0;2000
0.668915412558;0.714063310846;0.715879605605;0;50;2000
0.65282823041;0.713025428127;0.715879605605;0;100;2000
0.657498702647;0.709652309289;0.715879605605;0;150;2000
0.662169174883;0.715879605605;0.715879605605;0;0;2500
0.66606123508;0.707576543851;0.715879605605;0;50;2500
0.662947586923;0.715879605605;0.715879605605;0;100;2500
0.656720290607;0.70861442657;0.715879605605;0;150;2500
0.6388168137;0.719771665802;0.715879605605;500;0;0
0.637519460301;0.716917488324;0.715879605605;500;50;0
0.659833938765;0.719512195122;0.715879605605;500;100;0
0.648417228853;0.711209133368;0.715879605605;500;150;0
0.642708873897;0.706019719772;0.715879605605;500;0;500
0.644006227296;0.712506486767;0.715879605605;500;50;500
0.656979761287;0.72184743124;0.715879605605;500;100;500
0.643227815257;0.713025428127;0.715879605605;500;150;500
0.655682407888;0.715879605605;0.715879605605;500;0;1000
0.655422937208;0.713803840166;0.715879605605;500;50;1000
0.650752464971;0.72288531396;0.715879605605;500;100;1000
0.659055526725;0.706019719772;0.715879605605;500;150;1000
0.651011935651;0.717695900363;0.715879605605;500;0;1500
0.642449403217;0.716139076284;0.715879605605;500;50;1500
0.647119875454;0.717695900363;0.715879605605;500;100;1500
0.648417228853;0.717436429683;0.715879605605;500;150;1500
0.647119875454;0.717955371043;0.715879605605;500;0;2000
0.647119875454;0.715620134925;0.715879605605;500;50;2000
0.655682407888;0.715879605605;0.715879605605;500;100;2000
0.657498702647;0.718214841723;0.715879605605;500;150;2000
0.659833938765;0.723404255319;0.715879605605;500;0;2500
0.659833938765;0.721328489881;0.715879605605;500;50;2500
0.661650233524;0.726258432797;0.715879605605;500;100;2500
0.658536585366;0.717436429683;0.715879605605;500;150;2500
0.641670991178;0.711468604048;0.715879605605;1000;0;0
0.642968344577;0.717436429683;0.715879605605;1000;50;0
0.658017644006;0.72158796056;0.715879605605;1000;100;0
0.645044110016;0.711209133368;0.715879605605;1000;150;0
0.648157758173;0.715360664245;0.715879605605;1000;0;500
0.645822522055;0.716658017644;0.715879605605;1000;50;500
0.664504411002;0.720550077841;0.715879605605;1000;100;500
0.653606642449;0.70835495589;0.715879605605;1000;150;500
0.668915412558;0.726517903477;0.715879605605;1000;0;1000
0.660352880125;0.714582252206;0.715879605605;1000;50;1000
0.651530877011;0.716917488324;0.715879605605;1000;100;1000
0.663725998962;0.719512195122;0.715879605605;1000;150;1000
0.646341463415;0.715879605605;0.715879605605;1000;0;1500
0.655422937208;0.717955371043;0.715879605605;1000;50;1500
0.646341463415;0.724701608718;0.715879605605;1000;100;1500
0.659314997405;0.714322781526;0.715879605605;1000;150;1500
0.649714582252;0.719512195122;0.715879605605;1000;0;2000
0.649974052932;0.721069019201;0.715879605605;1000;50;2000
0.654644525169;0.717955371043;0.715879605605;1000;100;2000
0.653606642449;0.714582252206;0.715879605605;1000;150;2000
0.649714582252;0.72288531396;0.715879605605;1000;0;2500
0.651530877011;0.723144784639;0.715879605605;1000;50;2500
0.649455111572;0.718474312403;0.715879605605;1000;100;2500
0.655682407888;0.719252724442;0.715879605605;1000;150;2500
0.646341463415;0.711728074728;0.715879605605;1500;0;0
0.658277114686;0.717695900363;0.715879605605;1500;50;0
0.647379346134;0.718993253762;0.715879605605;1500;100;0
0.656201349248;0.715879605605;0.715879605605;1500;150;0
0.645303580695;0.717695900363;0.715879605605;1500;0;500
0.648676699533;0.718993253762;0.715879605605;1500;50;500
0.650233523612;0.72158796056;0.715879605605;1500;100;500
0.65334717177;0.718474312403;0.715879605605;1500;150;500
0.652049818371;0.716917488324;0.715879605605;1500;0;1000
0.655163466528;0.712765957447;0.715879605605;1500;50;1000
0.665023352361;0.719771665802;0.715879605605;1500;100;1000
0.655422937208;0.721328489881;0.715879605605;1500;150;1000
0.658277114686;0.723923196679;0.715879605605;1500;0;1500
0.65256875973;0.720031136482;0.715879605605;1500;50;1500
0.650492994292;0.716398546964;0.715879605605;1500;100;1500
0.651011935651;0.720290607161;0.715879605605;1500;150;1500
0.65230928905;0.718474312403;0.715879605605;1500;0;2000
0.655163466528;0.718214841723;0.715879605605;1500;50;2000
0.671250648677;0.714322781526;0.715879605605;1500;100;2000
0.663725998962;0.721069019201;0.715879605605;1500;150;2000
0.655422937208;0.718474312403;0.715879605605;1500;0;2500
0.65334717177;0.72210690192;0.715879605605;1500;50;2500
0.66658017644;0.720031136482;0.715879605605;1500;100;2500
0.654385054489;0.723923196679;0.715879605605;1500;150;2500
0.659055526725;0.719771665802;0.715879605605;2000;0;0
0.648417228853;0.712506486767;0.715879605605;2000;50;0
0.654385054489;0.714582252206;0.715879605605;2000;100;0
0.65308770109;0.718993253762;0.715879605605;2000;150;0
0.651530877011;0.717176959004;0.715879605605;2000;0;500
0.650752464971;0.72158796056;0.715879605605;2000;50;500
0.65282823041;0.715879605605;0.715879605605;2000;100;500
0.643227815257;0.714063310846;0.715879605605;2000;150;500
0.656201349248;0.713544369486;0.715879605605;2000;0;1000
0.655941878568;0.718733783083;0.715879605605;2000;50;1000
0.643487285937;0.715360664245;0.715879605605;2000;100;1000
0.655682407888;0.715620134925;0.715879605605;2000;150;1000
0.655941878568;0.721069019201;0.715879605605;2000;0;1500
0.651011935651;0.715879605605;0.715879605605;2000;50;1500
0.658277114686;0.719252724442;0.715879605605;2000;100;1500
0.662169174883;0.717176959004;0.715879605605;2000;150;1500
0.667877529839;0.714841722885;0.715879605605;2000;0;2000
0.662947586923;0.719512195122;0.715879605605;2000;50;2000
0.650752464971;0.725220550078;0.715879605605;2000;100;2000
0.660871821484;0.717955371043;0.715879605605;2000;150;2000
0.66632070576;0.719771665802;0.715879605605;2000;0;2500
0.658536585366;0.713025428127;0.715879605605;2000;50;2500
0.657239231967;0.715101193565;0.715879605605;2000;100;2500
0.663207057602;0.720290607161;0.715879605605;2000;150;2500
0.65308770109;0.710949662688;0.715879605605;2500;0;0
0.650233523612;0.713284898806;0.715879605605;2500;50;0
0.643487285937;0.718993253762;0.715879605605;2500;100;0
0.655682407888;0.710171250649;0.715879605605;2500;150;0
0.647119875454;0.717436429683;0.715879605605;2500;0;500
0.658796056046;0.7223663726;0.715879605605;2500;50;500
0.656720290607;0.719512195122;0.715879605605;2500;100;500
0.651530877011;0.719252724442;0.715879605605;2500;150;500
0.664244940322;0.716917488324;0.715879605605;2500;0;1000
0.659055526725;0.717695900363;0.715879605605;2500;50;1000
0.65334717177;0.720031136482;0.715879605605;2500;100;1000
0.661650233524;0.715101193565;0.715879605605;2500;150;1000
0.657239231967;0.714063310846;0.715879605605;2500;0;1500
0.648157758173;0.714841722885;0.715879605605;2500;50;1500
0.651271406331;0.728074727556;0.715879605605;2500;100;1500
0.658017644006;0.723663725999;0.715879605605;2500;150;1500
0.650752464971;0.719512195122;0.715879605605;2500;0;2000
0.664504411002;0.720809548521;0.715879605605;2500;50;2000
0.656979761287;0.723144784639;0.715879605605;2500;100;2000
0.662169174883;0.717176959004;0.715879605605;2500;150;2000
0.65256875973;0.715101193565;0.715879605605;2500;0;2500
0.643746756617;0.718474312403;0.715879605605;2500;50;2500
0.655422937208;0.719771665802;0.715879605605;2500;100;2500
0.668655941879;0.718733783083;0.715879605605;2500;150;2500
